,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit,First Year of Data,Country_Timing
2805,POL3 Vaccine_Share of Population_BJ,POL3 Vaccine,BEN,Benin,0.04291387211914102,-5.7941823472272265e+47,0.7445768983890839,1987.9211519439687,0.9304791095072912,0.49281725934168985,0.9145045131361388,5.901941309460408,1985,37,,,33.07444775,,,,-7.0,,,1828.75,-0.7345,,4.0,,,,err,Not Democracy,7.511387952334334,4.35e-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2806,MCV1 Vaccine_Share of Population_ML,MCV1 Vaccine,MLI,Mali,0.03622378506734659,-1.9342778731013653e+36,0.17636934460839973,1989.9079599875945,0.8729478665007365,0.13687180095089033,0.8765322581536297,24.916173297744113,1985,37,,,33.39218966666667,0.87319493,-1278999.8649169498,,-7.0,,,1146.1666666666667,-0.8212500000000001,,4.0,L,,,L,Not Democracy,7.044178320091781,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2807,Electricity_Annual Production_BD,Electricity,BGD,Bangladesh,0.08539305647044773,-1.6267439282054977e+122,0.09887081818312607,2030.2894900999163,0.99793275613999,0.009237383709958354,0.9974521812307304,44.446371896439146,1985,37,12.261875692105262,,18.085552644736843,2.5860654592592596,-784739299.429256,0.3170864485714285,2.176470588235294,8.3225,8.714167,1917.3808617647055,-0.2773569354838709,-0.746868457826087,0.0,L,,,LM,Not Democracy,7.558715399245792,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2808,DTP3 Vaccine_Share of Population_ML,DTP3 Vaccine,MLI,Mali,0.06289899665270127,-2.0844543112358343e+83,0.18283971759738568,1992.9354673659832,0.8928010763162431,0.13481163550099926,0.9010448780972948,24.034434161340407,1985,37,,,32.87487255555556,0.87319493,992667.7619553712,,-4.25,,,1143.8071000000002,-0.7596111111111111,,4.0,L,,,L,Not Democracy,7.042117538840863,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2809,Electricity_Annual Production_NO,Electricity,NOR,Norway,err,,0.009971178959156838,2780.431123299015,0.7154228217750351,err,0.9010448780972948,440.7151022634974,1985,37,3.2514166500000004,1.737166818181818,30.424765710526316,6.548543330555557,4513683117.21894,20.961544266666667,10.0,6.8819513,6.4965854,57056.7626382353,2.4741290322580647,1.8837914652173913,0.0,H,,,H,Democracy,10.951801887059712,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2810,Electricity_Annual Production_RO,Electricity,ROU,Romania,-0.3732891780552112,0.0,-0.0026753837240934154,0.1256915040568099,0.0649196728570629,err,0.9010448780972948,-1642.549109908168,1985,37,,,,,,,,,,,,,,,,,err,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2811,Electricity_Annual Production_PL,Electricity,POL,Poland,err,,err,err,,err,0.9010448780972948,err,1985,37,,,,,,,,,,,,,,,,,,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2812,Electricity_Annual Production_SK,Electricity,SVK,Slovakia,err,,0.1528612954519455,1977.6588977517913,0.5271882908304343,0.1416158652574356,0.5224704595276439,28.74795180611241,1985,37,,,,,,,,,,,,,,,,,err,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2813,POL3 Vaccine_Share of Population_RO,POL3 Vaccine,ROU,Romania,err,,-0.1787960195492619,2032.1805089265958,0.4697039196162133,-0.17332212987799536,0.466769445620792,-24.578003278544355,1985,37,28.314240756666667,0.4629744,36.237201878787886,3.1967140941176475,-3825792649.5766697,9.596775233333334,5.96969696969697,6.118452566666666,7.11355,10797.269482352942,0.8549258064516129,,1.0,UM,,,H,Not Democracy,9.287048555438442,4.35e-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2385,Coal Production_Annual Production_RU,Coal Production,RUS,Russian Federation,err,,0.002877188301989748,4465.9279369871365,0.0226217127086882,err,0.9210875596465408,1527.3415200643678,1985,37,14.82991342307692,1.0854576000000002,22.44438217647059,2.9783670307692316,3873767241.37931,10.684649713333334,4.296296296296297,7.32525965,7.26817685,15667.131020588236,0.4716629166666666,-0.3827707267826087,3.0,UM,,,UM,Not Democracy,9.659320231196856,1.526939488,High Material Use,1842,1878,1884,Mass-customized [2],Complex [3],Firms [1],968444351.2,Low,40.0,Decades,No,Yes,No,Energy Supply,Chemistry; Metallurgy,Annual Production,million metric tons,1985,Late
2800,Electricity_Annual Production_IQ,Electricity,IRQ,Iraq,0.0466590635142922,-3.960905119141477e+53,0.06679417978761835,2198.5056717409025,0.912893708156819,err,0.9970493689846,65.79089927663186,1985,37,14.5594936,0.0398483333333333,30.894801952783787,0.6704277163333333,2104694117.6470587,,-4.444444444444445,7.45125015,7.9583335,6647.439714705883,-0.5080763870967742,-1.4190649173913044,3.0,LM,,,UM,Not Democracy,8.801987054208942,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2783,Electricity_Annual Production_FI,Electricity,FIN,Finland,err,,0.17902428883122626,1982.791081584823,0.7375780245787363,0.15767953031914225,0.7280906366859232,24.54666449654366,1985,37,,,,,,,,,,,,,,,,,err,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2785,POL3 Vaccine_Share of Population_AO,POL3 Vaccine,AGO,Angola,0.03322918767650251,-5.620139013583658e+27,0.0453498347294016,2033.5273251135047,0.6320571851022385,0.007514264319222283,0.6311558686853254,96.90110627511045,1985,37,51.17828857142858,0.03229,38.74483390909091,0.7535098343750002,561279366.3686615,19.433259,-3.7857142857142856,,,3979.130029411765,-0.598418064516129,-1.0869455734782612,3.0,LM,,,LM,Not Democracy,8.288818488810241,4.35e-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2764,MCV1 Vaccine_Share of Population_GQ,MCV1 Vaccine,GNQ,Equatorial Guinea,0.04367768428451919,-2.7566954297359223e+50,1.0077177636796573,1986.8915107642993,0.3356186040325035,0.8150437341398052,0.3270552496099986,4.360793580363428,1985,37,,,,,,,-7.0,,,2591.6666666666665,-1.217666666666667,,4.0,,,,err,Not Democracy,7.860056448379325,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2750,Electricity_Annual Production_FR,Electricity,FRA,France,err,,0.16452249883917253,1982.9514339318873,0.9593021686948024,0.14299535423627122,0.955348201855384,26.710323424932863,1985,37,,,,,,,,,,,,,,,,,err,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2751,Electricity_Annual Production_DE,Electricity,DEU,Germany,err,,0.05485549164390081,1962.4185969734149,0.7119383489850484,0.047888209889462074,0.7096500884362285,80.10955736573082,1985,37,,,,,,,,,,,,,,,,,err,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2752,Electricity_Annual Production_GR,Electricity,GRC,Greece,0.019404088136186104,-22515351.76313287,0.16258064923252363,1986.9930143525633,0.8363448501263884,0.13126772009238902,0.8231100896320852,27.029349282444286,1985,37,,,24.468659,2.2959949,-533666666.6666667,,9.333333333333334,,,14947.0,1.1146666666666667,,0.0,,,,err,Democracy,9.612265889785814,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2754,Electricity_Annual Production_IS,Electricity,ISL,Iceland,0.04532727163935473,-2.739725499094643e+52,0.10804835596279776,2007.1042876976483,0.949281941872319,0.03993044206049567,0.939069767677171,40.67113391512867,1985,37,17.247927,2.4988020000000004,35.569910130434785,4.179855934782609,499402329.29220665,60.711987,,,,31132.601365217397,,1.9270804888888888,1.0,H,,,H,,10.346010824519254,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2755,Electricity_Annual Production_IE,Electricity,IRL,Ireland,0.026595036194212537,-2.464333590385296e+19,0.10408758306175883,1991.6099449120497,0.9641143666702604,0.07034118328464604,0.961203680818655,42.21876448091851,1985,37,,,50.69236375,2.3597062375,,,10.0,,,17105.082775000003,1.81125,,1.0,H,,,H,Democracy,9.747130936628292,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2757,Electricity_Annual Production_IT,Electricity,ITA,Italy,err,,0.12810726704719938,1982.4945163450868,0.8971773223895317,0.10884696871969712,0.8899684237942366,34.30288738462716,1985,37,,,,,,,,,,,,,,,,,err,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
3620,Cellphones_Total Number_NL,Cellphones,NLD,Netherlands,err,,0.7089851368214756,2000.9295559708885,0.9995450964300328,0.21217330886223668,0.9981877490994104,6.198224654431612,1985,18,4.4166666,1.8060783333333337,51.12081994117647,2.9451343529411766,6445582325.862405,,10.0,,,30156.21078235294,2.240176470588235,1.9768405,0.0,H,,,H,Democracy,10.31414617703899,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1985,Late
2759,Electricity_Annual Production_PE,Electricity,PER,Peru,0.043240112239335465,-2.87391581688904e+48,0.054383507531663836,2052.7756108156045,0.982084284984706,err,0.9999655825233013,80.80481296859804,1985,37,196.7374286973684,0.1120955555555555,20.396381842105264,1.0929627751515152,-3512777589.079975,4.702536992307693,6.121212121212121,5.4799815999999995,6.183676233333333,7516.598820588236,0.3029048387096774,-0.3264424942173912,2.0,LM,,,UM,Democracy,8.924869030136158,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2760,Electricity_Annual Production_EC,Electricity,ECU,Ecuador,0.05431378210173146,-5.196423814913737e+68,0.06514566175203644,2033.2456882133783,0.991421995462397,0.008397726606919356,0.9908835744845664,67.45574511774868,1985,37,,0.2097893333333333,25.230565052631576,1.781594834285714,-555651163.5407836,5.772909492857143,7.0,6.2930055,6.4865925,8073.293814705883,0.4103048387096774,-0.5886578126086957,2.0,LM,,,UM,Democracy,8.99631683346901,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2761,Electricity_Annual Production_CO,Electricity,COL,Colombia,0.028781327934890667,-2.30604553451156e+21,0.037930026425217436,2024.8459436989372,0.9837860383046682,0.012391613496930482,0.983960670436851,115.85673854819224,1985,37,23.486180040540535,0.227434347826087,19.19038726315789,2.3584401352941176,-4495089017.389893,7.175491973333335,7.411764705882353,6.0643137,6.900490666666667,9691.099388235294,0.2871912903225807,-0.1444295593691304,2.0,LM,,,UM,Democracy,9.178963154407406,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2762,DTP1 Vaccine_Share of Population_GQ,DTP1 Vaccine,GNQ,Equatorial Guinea,0.03609119402101773,-5.286959858762642e+35,1.1056061202615457,1987.0979843531427,0.5312193446564506,0.844607438771273,0.505275074253125,3.97469684197558,1985,37,,,,,,,-7.0,,,2591.6666666666665,-1.217666666666667,,4.0,,,,err,Not Democracy,7.860056448379325,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2782,Electricity_Annual Production_LV,Electricity,LVA,Latvia,err,,0.00892207190397696,2985.614675142477,0.2286538966458522,err,0.9870449948965664,492.53684592181327,1985,37,,0.5232972,56.15034946428572,1.6555190775862072,-596728928.8139908,14.309247313333335,8.0,,,15482.26792352941,1.123056,0.7070729047826088,0.0,H,,,H,Democracy,9.647450643100608,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2765,DTP3 Vaccine_Share of Population_BF,DTP3 Vaccine,BFA,Burkina Faso,0.06426763687719668,-6.391231292171595e+83,0.1128771914215589,1997.9902470273887,0.7695513222995465,0.06294483814132275,0.7589816171112689,38.931241106634445,1985,37,,0.16969,25.77484,1.0184733,,,-5.785714285714286,,,1288.8860500000003,-0.1414211428571428,-0.9236894,4.0,L,,,L,Not Democracy,7.161533597169604,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2766,DTP3 Vaccine_Share of Population_GQ,DTP3 Vaccine,GNQ,Equatorial Guinea,0.07976887810691777,-3.410610793945724e+114,2.545301155277977,1988.2098667284592,0.5253691996382287,2.616007541791748,0.5226488108997667,1.726494778647328,1985,37,,,,,,,-7.0,,,2588.0,-1.17175,,4.0,,,,err,Not Democracy,7.858640655620791,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2683,Electricity_Annual Production_SG,Electricity,SGP,Singapore,0.04809516564621431,-3.138662062023265e+58,0.10875920355098294,1999.6566667133336,0.9977605109378443,0.061864621680581544,0.9981615872280796,40.40530834351373,1985,37,6.45947923125,1.62117,158.472433125,1.89523976,-3570290538.244222,,-4.0,,,26596.04885,1.7169375,2.0578128,3.0,H,,,H,Not Democracy,10.188517944263026,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2768,DTP3 Vaccine_Share of Population_BJ,DTP3 Vaccine,BEN,Benin,0.04159777752321181,-2.2472764983522749e+46,0.7431706237756012,1987.8962940646757,0.9264635215526262,0.4888469165641281,0.9095880571135248,5.913109337324041,1985,37,,,33.07444775,,,,-7.0,,,1828.75,-0.7345,,4.0,,,,err,Not Democracy,7.511387952334334,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2781,Electricity_Annual Production_BR,Electricity,BRA,Brazil,0.03381732144595214,-1.047664804524336e+33,0.0583277869706111,2012.6544998629804,0.988515146179714,0.02070087293685922,0.9870449948965664,75.34057750016498,1985,37,54.943628411764706,1.0731207142857142,10.376643562068963,3.755164949999999,-19580238670.5124,12.53029,7.896551724137931,6.568,6.64,10357.64647586207,0.8591758620689656,-0.1387396625333333,2.0,UM,,,UM,Democracy,9.24548031586093,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2780,Electricity_Annual Production_AR,Electricity,ARG,Argentina,0.03370967313224438,-1.3427501235380214e+30,0.07755650333023065,2002.2241535710014,0.9835845634339564,0.037699657618242316,0.9796734055072158,56.66125941703631,1985,37,,0.4220099999999999,9.191021022222222,3.1407861,-4021548469.883192,,7.444444444444445,,,12629.257722222224,0.7040261111111111,0.0594711965,2.0,UM,,,UM,Democracy,9.44377144261367,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2779,Electricity_Annual Production_US,Electricity,USA,US,err,,0.11981329916484941,1982.6413094135276,0.9811391694013436,0.10071390746591063,0.9785150804884593,36.67747391402835,1985,37,,,,,,,,,,,,,,,,,err,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2767,Liquefied Natural Gas_Annual Production_US,Liquefied Natural Gas,USA,United States,0.11693669300260438,-2.3375744989760528e+179,0.6565601201754826,2020.2920290099448,0.9898438807359512,0.21270336068440973,0.9918457088855496,6.69314053600744,1985,37,6.307939805555555,2.7171896,13.476375819444446,2.37399888,3476305555.5555553,21.881540428571423,9.61111111111111,7.2057123333333335,6.958982233333334,44732.931885294114,1.9215483870967744,1.550772181818182,2.0,H,,,H,Democracy,10.708465240563072,2.471332543,High Material Use,,1917,1941,Customized [3],Complex [3],Firms [1],54000000000,Low,30.0,Decades,No,Yes,,Energy Supply,Chemistry; Metallurgy,Annual Production,Mtpa,1985,Late
2777,Electricity_Annual Production_CA,Electricity,CAN,Canada,err,,0.07070201108109994,1974.9420761329911,0.9623445784628966,0.05968967894810259,0.9618565359150228,62.15451424191756,1985,37,,,,,,,,,,,,,,,,,err,,,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2778,Electricity_Annual Production_MX,Electricity,MEX,Mexico,0.03474135061403015,-9.31633682609468e+33,0.08340782953745918,2000.2191808500047,0.9950948183185222,0.04448460053279717,0.9930627657879812,52.68629071205904,1985,37,27.8139585,0.295812,19.755548249999997,2.667262473333333,-7302705163.1875,,1.8125,,,10333.616875,0.61473125,0.29529274,3.0,UM,,,UM,Not Democracy,9.243157633938846,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
2335,Coal Production_Annual Production_UZ,Coal Production,UZB,Uzbekistan,-0.028191465436368454,-2.220446049250313e-16,-0.01106079285398283,1142.3702889305705,0.1421958169885815,err,0.8118557251919458,-397.2996522658918,1985,37,,,,,,,,,,,,,,,,,err,,,1.526939488,High Material Use,1842,1878,1884,Mass-customized [2],Complex [3],Firms [1],968444351.2,Low,40.0,Decades,No,Yes,No,Energy Supply,Chemistry; Metallurgy,Annual Production,million metric tons,1985,Late
2771,DTP3 Vaccine_Share of Population_DZ,DTP3 Vaccine,DZA,Algeria,err,,0.39334403788306144,1982.0765596976094,0.6828736978243378,0.34510175868521015,0.6850213690564503,11.17202431317614,1985,37,,,,,,,,,,,,,,,,,err,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2770,DTP1 Vaccine_Share of Population_DZ,DTP1 Vaccine,DZA,Algeria,err,,0.42887645347033704,1979.3181729428798,0.3998130650319084,0.41703652934673757,0.3999941025315344,10.246422061910605,1985,37,,,,,,,,,,,,,,,,,err,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2769,MCV1 Vaccine_Share of Population_GA,MCV1 Vaccine,GAB,Gabon,err,,-0.0012235875871843373,-2099.651413078304,0.0154222570928508,-0.0001031861309714673,0.0153810049661805,-3591.446334287144,1985,37,,,,,,,,,,,,,,,,,err,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1985,Late
2773,Electricity_Annual Production_CL,Electricity,CHL,Chile,0.05090576258945514,-2.0208806837294225e+62,0.09640090247979723,2005.104388683193,0.9973923256203904,0.04543546484057349,0.9974281130573092,45.58514538381407,1985,37,20.894277204761902,,27.92538385714286,1.4979711789473684,-2130479286.0634947,,5.857142857142857,,,12900.78118095238,1.1099476190476192,1.1301652285714283,2.0,UM,,,UM,Not Democracy,9.465043145179258,,Medium Material Use,,,1882,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,No,Yes,Energy Supply,Chemistry; Metallurgy,Annual Production,TWh,1985,Early
3637,Cellphones_Total Number_KR,Cellphones,KOR,South Korea,err,,0.6979723805733841,2000.4650783316715,0.9994405143920612,0.251830775403507,0.999578981919902,6.296021557561348,1986,17,11.2323332,2.143116,26.9656368,6.326037366666667,-587033333.3333334,,5.642857142857143,,,16593.987673333333,1.7987333333333335,0.45927196,2.0,UM,,,UM,Not Democracy,9.716795720385178,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3438,Cellphones_Total Number_TH,Cellphones,THA,Thailand,err,,0.3877289174845001,2034.356863909039,0.9866323557470124,err,0.9999756759265626,11.333818439910694,1986,17,7.991743114285714,0.4146085714285715,52.27309702702703,3.8075000111111112,-1053543891.4354522,24.73366557142857,4.545454545454546,6.507573699999999,6.571683066666666,10956.740045454546,0.6438866666666667,0.2359027056521739,0.0,LM,,,UM,Not Democracy,9.301710075149463,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3441,Cellphones_Total Number_BE,Cellphones,BEL,Belgium,err,,0.7037297587753069,2001.4507617184534,0.9998001483388844,0.1740372944428992,0.9989272194946014,6.244512328596208,1986,17,,1.8775966666666664,58.9777478125,4.19529802,,,10.0,,,28961.98919375,2.3768125,1.7136307666666666,0.0,H,,,H,Democracy,10.273739531770254,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3613,Cellphones_Total Number_MY,Cellphones,MYS,Malaysia,err,,0.39515368342285956,2005.6760468016162,0.9993908653668948,0.031725629821339446,0.9995348716827792,11.120860918231342,1986,17,8.761865047619048,0.4911383333333334,82.75550047619046,3.3315835666666667,-2440513537.8354917,,3.4761904761904763,6.103247,7.0774355,11425.625647619048,0.5662190476190476,0.95551894875,3.0,UM,,,UM,Not Democracy,9.343613975542628,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3551,Cellphones_Total Number_TR,Cellphones,TUR,Turkey,err,,0.8397564613213411,2001.1864406643163,0.9997116336261856,0.2555714693716978,0.999400681705452,5.233004278118749,1986,17,,0.4581466666666667,20.42439,5.16700874,-644187500.0,,7.75,,,9661.24503125,0.945625,-0.136474725,0.0,LM,,,LM,Democracy,9.175877804124145,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3429,Cellphones_Total Number_FR,Cellphones,FRA,France,err,,0.683362128136205,2001.0755778257812,0.9997525059660708,0.20134285069950214,0.9991377787912672,6.430630223330953,1986,17,,2.133953333333334,22.109328125,3.31827861875,21734215629.103756,,10.0,,,29253.43678125,1.82375,1.4474726999999998,1.0,H,,,H,Democracy,10.283752342552669,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3445,Cellphones_Total Number_IS,Cellphones,ISL,Iceland,err,,0.38672456773037134,2003.422767943225,0.9985038784531484,0.03963345513076428,0.9975424050334184,11.363253129902773,1986,17,16.672685166666664,2.417532857142857,33.85690777777778,4.068952227777778,38295211.58127019,,,,,29786.00906111111,,1.92918292,1.0,H,,,H,,10.301794067652814,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3693,Cellphones_Total Number_ES,Cellphones,ESP,Spain,err,,0.7113919793312041,2001.2792039538951,0.9998503503834424,0.19052829854345119,0.9992680717419362,6.177254287859362,1986,17,,0.8371683333333334,22.753913375,3.60966943125,-408931441.0519719,,10.0,,,21198.269662500003,1.73475,1.6343623666666665,0.0,H,,,H,Democracy,9.96167483763564,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3491,Cellphones_Total Number_KW,Cellphones,KWT,Kuwait,err,,err,err,,err,0.9973781649920264,err,1986,17,,,,,,,,,,,,,,,,,,,,0.00075463,Low Material Use,1973,,1977,Standardized [1],Design-Intensive [2],Individuals [2],67.86933362,High,3.0,Years,Yes,Yes,No,Appliances,Electricity,Cumulative Calculation,-,1986,Late
3290,Nitrogen Fertilizer_Annual Production_NG,Nitrogen Fertilizer,NGA,Nigeria,0.09609970327906489,-1.3948196952454862e+143,1.4756652285508416,2016.0333679300643,0.60442641873844,1.1040774725528995,0.5975523634236114,2.9779445023502737,1986,30,19.10394148387096,0.13223,14.068855206451612,2.20823100952381,-2546657525.8405123,3.2798731875,0.1666666666666666,6.8476405,7.5872655,3055.8754064516124,-0.55038,-1.0302325883333332,4.0,L,,,LM,Not Democracy,8.024821379315107,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1.0,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons,1986,Late
